Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2003","2003","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2004","2004","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2005","2005","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2006","2006","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2007","2007","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2008","2008","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2009","2009","ha","1000","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2010","2010","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2011","2011","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2012","2012","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2013","2013","ha","1000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2014","2014","ha","1005","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2015","2015","ha","1008","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2016","2016","ha","1012","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","782","Bastfibres, other","2017","2017","ha","1011","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1981","1981","hg/ha","5300","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1982","1982","hg/ha","5000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1983","1983","hg/ha","5000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1984","1984","hg/ha","5500","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1985","1985","hg/ha","6000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1986","1986","hg/ha","7000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1987","1987","hg/ha","8400","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1988","1988","hg/ha","8500","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1989","1989","hg/ha","8600","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1990","1990","hg/ha","7859","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1991","1991","hg/ha","8800","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1992","1992","hg/ha","8900","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1993","1993","hg/ha","9000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1994","1994","hg/ha","9445","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1995","1995","hg/ha","9712","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1996","1996","hg/ha","9976","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1997","1997","hg/ha","10236","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1998","1998","hg/ha","10492","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","1999","1999","hg/ha","10744","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2000","2000","hg/ha","10992","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2001","2001","hg/ha","11236","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2002","2002","hg/ha","11477","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2003","2003","hg/ha","11713","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2004","2004","hg/ha","11952","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2005","2005","hg/ha","12193","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2006","2006","hg/ha","12430","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2007","2007","hg/ha","12660","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2008","2008","hg/ha","12884","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2009","2009","hg/ha","13101","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2010","2010","hg/ha","13310","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2011","2011","hg/ha","13510","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2012","2012","hg/ha","13900","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2013","2013","hg/ha","13900","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2014","2014","hg/ha","14046","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2015","2015","hg/ha","14388","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2016","2016","hg/ha","14544","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","782","Bastfibres, other","2017","2017","hg/ha","14788","Fc","Calculated data"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1981","1981","tonnes","530","*","Unofficial figure"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1982","1982","tonnes","500","*","Unofficial figure"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1983","1983","tonnes","500","*","Unofficial figure"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1984","1984","tonnes","550","*","Unofficial figure"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1985","1985","tonnes","600","*","Unofficial figure"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1986","1986","tonnes","700","*","Unofficial figure"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1987","1987","tonnes","840","*","Unofficial figure"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1988","1988","tonnes","850","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1989","1989","tonnes","860","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1990","1990","tonnes","870","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1991","1991","tonnes","880","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1992","1992","tonnes","890","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1993","1993","tonnes","900","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1994","1994","tonnes","944","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1995","1995","tonnes","971","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1996","1996","tonnes","998","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1997","1997","tonnes","1024","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1998","1998","tonnes","1049","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","1999","1999","tonnes","1074","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2000","2000","tonnes","1099","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2001","2001","tonnes","1124","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2002","2002","tonnes","1148","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2003","2003","tonnes","1171","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2004","2004","tonnes","1195","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2005","2005","tonnes","1219","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2006","2006","tonnes","1243","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2007","2007","tonnes","1266","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2008","2008","tonnes","1288","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2009","2009","tonnes","1310","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2010","2010","tonnes","1331","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2011","2011","tonnes","1351","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2012","2012","tonnes","1390","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2013","2013","tonnes","1390","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2014","2014","tonnes","1412","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2015","2015","tonnes","1451","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2016","2016","tonnes","1472","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5510","Production","782","Bastfibres, other","2017","2017","tonnes","1494","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1961","1961","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1962","1962","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1963","1963","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1964","1964","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1965","1965","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1966","1966","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1967","1967","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1968","1968","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1969","1969","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1970","1970","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1971","1971","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1972","1972","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1973","1973","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1974","1974","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1975","1975","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1976","1976","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1977","1977","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1978","1978","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1979","1979","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1980","1980","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1981","1981","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1982","1982","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1983","1983","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1984","1984","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1985","1985","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1986","1986","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1987","1987","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1988","1988","ha","20000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1989","1989","ha","21000","","Official data"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1990","1990","ha","22000","","Official data"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1991","1991","ha","22303","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1992","1992","ha","21228","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1993","1993","ha","18000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1994","1994","ha","24000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1995","1995","ha","24285","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1996","1996","ha","24551","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1997","1997","ha","25000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1998","1998","ha","26000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","1999","1999","ha","27000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2000","2000","ha","26492","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2001","2001","ha","26729","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2002","2002","ha","27500","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2003","2003","ha","27159","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2004","2004","ha","27339","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2005","2005","ha","27750","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2006","2006","ha","28000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2007","2007","ha","28500","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2008","2008","ha","27831","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2009","2009","ha","26621","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2010","2010","ha","25300","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2011","2011","ha","25000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2012","2012","ha","26000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2013","2013","ha","26000","F","FAO estimate"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2014","2014","ha","26120","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2015","2015","ha","25704","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2016","2016","ha","25181","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5312","Area harvested","426","Carrots and turnips","2017","2017","ha","24971","Im","FAO data based on imputation methodology"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1961","1961","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1962","1962","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1963","1963","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1964","1964","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1965","1965","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1966","1966","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1967","1967","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1968","1968","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1969","1969","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1970","1970","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1971","1971","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1972","1972","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1973","1973","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1974","1974","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1975","1975","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1976","1976","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1977","1977","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1978","1978","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1979","1979","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1980","1980","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1981","1981","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1982","1982","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1983","1983","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1984","1984","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1985","1985","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1986","1986","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1987","1987","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1988","1988","hg/ha","75000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1989","1989","hg/ha","79048","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1990","1990","hg/ha","78636","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1991","1991","hg/ha","78464","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1992","1992","hg/ha","78511","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1993","1993","hg/ha","77222","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1994","1994","hg/ha","80417","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1995","1995","hg/ha","81531","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1996","1996","hg/ha","82685","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1997","1997","hg/ha","84000","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1998","1998","hg/ha","86538","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","1999","1999","hg/ha","85556","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2000","2000","hg/ha","85097","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2001","2001","hg/ha","85204","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2002","2002","hg/ha","85455","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2003","2003","hg/ha","85467","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2004","2004","hg/ha","85596","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2005","2005","hg/ha","85586","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2006","2006","hg/ha","85714","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2007","2007","hg/ha","85263","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2008","2008","hg/ha","86234","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2009","2009","hg/ha","87015","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2010","2010","hg/ha","86921","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2011","2011","hg/ha","87139","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2012","2012","hg/ha","87357","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2013","2013","hg/ha","87575","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2014","2014","hg/ha","87792","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2015","2015","hg/ha","88010","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2016","2016","hg/ha","88228","Fc","Calculated data"
"QC","Crops","159","Nigeria","5419","Yield","426","Carrots and turnips","2017","2017","hg/ha","88446","Fc","Calculated data"
"QC","Crops","159","Nigeria","5510","Production","426","Carrots and turnips","1961","1961","tonnes","150000","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","426","Carrots and turnips","1962","1962","tonnes","150000","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","426","Carrots and turnips","1963","1963","tonnes","150000","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","426","Carrots and turnips","1964","1964","tonnes","150000","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","426","Carrots and turnips","1965","1965","tonnes","150000","F","FAO estimate"
"QC","Crops","159","Nigeria","5510","Production","426","Carrots and turnips","1966","1966","tonnes","150000","F","FAO estimate"
